id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label,domain_analysis_end_year
transformer_foundation_models::https://openalex.org/W2041470452,2009,Performance evaluation of a nonlinear Winkler‐based shallow foundation model using centrifuge test results,transformer_foundation_models,Foundation / Geotechnical,300221,0,,W2041470452,10.1002/eqe.902,152,Seismic Performance and Analysis,221,Foundation / Geotechnical,,2024
transformer_foundation_models::https://openalex.org/W2061910127,2009,Joshua,transformer_foundation_models,Translation / Machine,300002,0,,W2061910127,10.3115/1626431.1626459,151,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W1992985591,2009,Small scale effect on the buckling analysis of single-layered graphene sheet embedded in an elastic medium based on nonlocal plate theory,transformer_foundation_models,Foundation / Elastic,300058,0,,W1992985591,10.1016/j.physe.2009.10.053,149,Nonlocal and gradient elasticity in micro/nano structures,58,Foundation / Elastic,,2024
transformer_foundation_models::https://openalex.org/W2155812848,2009,GNU MCSim: Bayesian statistical inference for SBML-coded systems biology models,transformer_foundation_models,Language / Speech,300003,0,,W2155812848,10.1093/bioinformatics/btp162,141,Gene Regulatory Network Analysis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2103357101,2009,Esaliency (Extended Saliency): Meaningful Attention Using Stochastic Image Modeling,transformer_foundation_models,Psychology / Visual,300023,0,,W2103357101,10.1109/tpami.2009.53,140,Visual Attention and Saliency Detection,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2117466692,2009,Cloud technologies for bioinformatics applications,transformer_foundation_models,Sequence / Rna,300007,0,,W2117466692,10.1145/1646468.1646474,137,Cloud Computing and Resource Management,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2169187092,2009,Restoring punctuation and capitalization in transcribed speech,transformer_foundation_models,Language / Speech,300003,0,,W2169187092,10.1109/icassp.2009.4960690,133,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2011367808,2009,Every microsatellite is different: Intrinsic DNA features dictate mutagenesis of common microsatellites present in the human genome,transformer_foundation_models,Sequence / Rna,300007,0,,W2011367808,10.1002/mc.20499,132,Chromosomal and Genetic Variations,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2151504427,2009,Using the web for language independent spellchecking and autocorrection,transformer_foundation_models,Language / Translation,300312,0,,W2151504427,10.3115/1699571.1699629,131,Natural Language Processing Techniques,312,Language / Translation,,2024
transformer_foundation_models::https://openalex.org/W2115410424,2009,Discriminative corpus weight estimation for machine translation,transformer_foundation_models,Translation / Machine,300192,0,,W2115410424,10.3115/1699571.1699605,127,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2144316495,2009,A Highly Parameterized and Efficient FPGA-Based Skeleton for Pairwise Biological Sequence Alignment,transformer_foundation_models,Sequence / Rna,300007,0,,W2144316495,10.1109/tvlsi.2008.2005314,127,Genomics and Phylogenetic Studies,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2026847384,2009,Influence of seismic input mechanisms and radiation damping on arch dam response,transformer_foundation_models,Dam / Arch,300230,0,,W2026847384,10.1016/j.soildyn.2009.03.003,126,Dam Engineering and Safety,230,Dam / Arch,,2024
transformer_foundation_models::https://openalex.org/W2108460050,2009,Using a dependency parser to improve SMT for subject-object-verb languages,transformer_foundation_models,Translation / Machine,300002,0,,W2108460050,10.3115/1620754.1620790,124,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W613025273,2009,The evidence base of clinical diagnosis : theory and methods of diagnostic research,transformer_foundation_models,Diagnostic / Clinical,300232,0,,W613025273,,122,Clinical Reasoning and Diagnostic Skills,232,Diagnostic / Clinical,,2024
transformer_foundation_models::https://openalex.org/W2099435024,2009,You're one in a googol: optimizing genes for protein expression,transformer_foundation_models,Sequence / Rna,300007,0,,W2099435024,10.1098/rsif.2008.0520.focus,120,RNA and protein synthesis mechanisms,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2105714874,2009,Recognizing Sequences of Sequences,transformer_foundation_models,Psychology / Visual,300023,0,,W2105714874,10.1371/journal.pcbi.1000464,116,Neural dynamics and brain function,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2131033001,2009,A segmental CRF approach to large vocabulary continuous speech recognition,transformer_foundation_models,Language / Speech,300003,0,,W2131033001,10.1109/asru.2009.5372916,115,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W1973152633,2009,On the use of comparable corpora to improve SMT performance,transformer_foundation_models,Translation / Machine,300192,0,,W1973152633,10.3115/1609067.1609068,110,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2434901392,2009,Semantic roles for SMT,transformer_foundation_models,Translation / Machine,300002,0,,W2434901392,10.3115/1620853.1620858,106,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2128192613,2009,Improving statistical machine translation using domain bilingual multiword expressions,transformer_foundation_models,Translation / Machine,300192,0,,W2128192613,10.3115/1698239.1698249,104,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2036089660,2009,The use of categorization information in language models for question retrieval,transformer_foundation_models,Language / Retrieval,300010,0,,W2036089660,10.1145/1645953.1645989,104,Expert finding and Q&A systems,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2142937603,2009,Importance of High-Order N-Gram Models in Morph-Based Speech Recognition,transformer_foundation_models,Language / Speech,300003,0,,W2142937603,10.1109/tasl.2008.2012323,103,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2126844163,2009,Look but don’t touch: Tactile disadvantage in processing modality-specific words,transformer_foundation_models,Psychology / Visual,300023,0,,W2126844163,10.1016/j.cognition.2009.10.005,102,Action Observation and Synchronization,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2084004204,2009,A cuing study of the N2pc component: An index of attentional deployment to objects rather than spatial locations,transformer_foundation_models,Psychology / Visual,300023,0,,W2084004204,10.1016/j.brainres.2009.08.011,101,Neural and Behavioral Psychology Studies,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2105410942,2009,Active learning for statistical phrase-based machine translation,transformer_foundation_models,Translation / Machine,300192,0,,W2105410942,10.3115/1620754.1620815,98,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2120826678,2009,A stochastic memoizer for sequence data,transformer_foundation_models,Language / Speech,300003,0,,W2120826678,10.1145/1553374.1553518,98,Bayesian Methods and Mixture Models,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2179242229,2009,"Beam‐on‐Nonlinear‐Winkler‐Foundation Modeling of Shallow, Rocking‐Dominated Footings",transformer_foundation_models,Foundation / Geotechnical,300221,0,,W2179242229,10.1193/1.3110482,95,Geotechnical Engineering and Soil Stabilization,221,Foundation / Geotechnical,,2024
transformer_foundation_models::https://openalex.org/W2034224543,2009,A process study of computer-aided translation,transformer_foundation_models,Translation / Machine,300192,0,,W2034224543,10.1007/s10590-010-9076-3,94,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W4248068308,2009,"A web-based resource for the Arabidopsis P450, cytochromes b5, NADPH-cytochrome P450 reductases, and family 1 glycosyltransferases (http://www.P450.kvl.dk)",transformer_foundation_models,Sequence / Rna,300007,0,,W4248068308,10.1016/j.phytochem.2009.08.024,93,Genomics and Phylogenetic Studies,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2011626729,2009,Parafoveal Magnification,transformer_foundation_models,Psychology / Visual,300023,0,,W2011626729,10.1111/j.1467-9280.2009.02364.x,93,Visual perception and processing mechanisms,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2005195248,2009,Learning to Attend: A Connectionist Model of Situated Language Comprehension,transformer_foundation_models,Psychology / Visual,300023,0,,W2005195248,10.1111/j.1551-6709.2009.01019.x,91,Multisensory perception and integration,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2098136750,2009,Nutritional Systems Biology: Definitions and Approaches,transformer_foundation_models,Word / Language,300006,0,,W2098136750,10.1146/annurev-nutr-080508-141138,91,"Nutrition, Genetics, and Disease",281,Word / Language,Word / Language,2024
transformer_foundation_models::https://openalex.org/W2097394335,2009,Visualizing Topics with Multi-Word Expressions,transformer_foundation_models,Language / Retrieval,300010,0,,W2097394335,10.48550/arxiv.0907.1013,90,Advanced Text Analysis Techniques,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2050971845,2009,Shrinking exponential language models,transformer_foundation_models,Language / Speech,300003,0,,W2050971845,10.3115/1620754.1620822,87,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2130967830,2009,Everyone knows what is interesting: Salient locations which should be fixated,transformer_foundation_models,Psychology / Visual,300023,0,,W2130967830,10.1167/9.11.25,87,Visual Attention and Saliency Detection,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2111299816,2009,Entity/quality-based logical definitions for the human skeletal phenome using PATO,transformer_foundation_models,Anatomy / Ontologies,300001,0,,W2111299816,10.1109/iembs.2009.5333362,86,Biomedical Text Mining and Ontologies,1,Anatomy / Ontologies,,2024
transformer_foundation_models::https://openalex.org/W2066775373,2009,iCODEHOP: a new interactive program for designing COnsensus-DEgenerate Hybrid Oligonucleotide Primers from multiply aligned protein sequences,transformer_foundation_models,Sequence / Rna,300007,0,,W2066775373,10.1093/nar/gkp379,86,Genomics and Phylogenetic Studies,333,Sequence / Rna,Sequence / Rna,2024
transformer_foundation_models::https://openalex.org/W2054045793,2009,Language models based on semantic composition,transformer_foundation_models,Language / Speech,300003,0,,W2054045793,10.3115/1699510.1699567,85,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2133837166,2009,Language-model-based ranking for queries on RDF-graphs,transformer_foundation_models,Language / Retrieval,300010,0,,W2133837166,10.1145/1645953.1646078,82,Semantic Web and Ontologies,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W1995560154,2009,Extending statistical machine translation with discriminative and trigger-based lexicon models,transformer_foundation_models,Translation / Machine,300002,0,,W1995560154,10.3115/1699510.1699538,81,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2159358338,2009,Efficient Minimum Error Rate Training and Minimum Bayes-Risk decoding for translation hypergraphs and lattices,transformer_foundation_models,Translation / Machine,300002,0,,W2159358338,10.3115/1687878.1687903,81,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W1973234918,2009,A proximity language model for information retrieval,transformer_foundation_models,Language / Retrieval,300010,0,,W1973234918,10.1145/1571941.1571993,80,Text and Document Classification Technologies,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2738633406,2009,Joshua: An open source toolkit for parsing-based machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2738633406,,80,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2077566853,2009,Neural network based language models for highly inflective languages,transformer_foundation_models,Language / Speech,300003,0,,W2077566853,10.1109/icassp.2009.4960686,77,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2105245376,2009,A POS-based model for long-range reorderings in SMT,transformer_foundation_models,Translation / Machine,300002,0,,W2105245376,10.3115/1626431.1626472,77,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W1994581546,2009,Improved statistical machine translation for resource-poor languages using related resource-rich languages,transformer_foundation_models,Translation / Machine,300002,0,,W1994581546,10.3115/1699648.1699682,76,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2167747244,2009,Linear Sequence-to-Sequence Alignment,transformer_foundation_models,Psychology / Visual,300023,0,,W2167747244,10.1109/tpami.2008.301,76,Advanced Vision and Imaging,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2159746348,2009,Semi-supervised semantic role labeling using the latent words language model,transformer_foundation_models,Language / Speech,300003,0,,W2159746348,10.3115/1699510.1699514,76,Topic Modeling,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W1964339440,2009,Characteristics of Fast Physical Random Bit Generation Using Chaotic Semiconductor Lasers,transformer_foundation_models,Bit / Semiconductor,300244,0,,W1964339440,10.1109/jqe.2009.2031310,73,Neural Networks and Reservoir Computing,244,Bit / Semiconductor,,2024
transformer_foundation_models::https://openalex.org/W2107178508,2009,Assessing corporate–community involvement strategies in the Nigerian oil industry: An empirical analysis,transformer_foundation_models,Oil / Empirical,300246,0,,W2107178508,10.1016/j.resourpol.2009.01.002,68,Natural Resources and Economic Development,246,Oil / Empirical,,2024
transformer_foundation_models::https://openalex.org/W1486038082,2009,Surprisal-based comparison between a symbolic and a connectionist model of sentence processing,transformer_foundation_models,Psychology / Visual,300023,0,,W1486038082,,66,Topic Modeling,23,Psychology / Visual,,2024
transformer_foundation_models::https://openalex.org/W2067815623,2009,One translation per discourse,transformer_foundation_models,Translation / Machine,300192,0,,W2067815623,10.3115/1621969.1621974,65,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W1794495012,2009,Using Statistical Techniques and Web Search to Correct ESL Errors,transformer_foundation_models,Language / Translation,300312,0,,W1794495012,10.1558/cj.v26i3.491-511,62,Natural Language Processing Techniques,312,Language / Translation,,2024
transformer_foundation_models::https://openalex.org/W2128342468,2009,Cross language dependency parsing using a bilingual lexicon,transformer_foundation_models,Word / Language,300006,0,,W2128342468,10.3115/1687878.1687888,60,Natural Language Processing Techniques,281,Word / Language,Word / Language,2024
transformer_foundation_models::https://openalex.org/W2099851297,2009,Binarization of Synchronous Context-Free Grammars,transformer_foundation_models,Translation / Machine,300002,0,,W2099851297,10.1162/coli.2009.35.4.35406,60,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2080656168,2009,Perceptron reranking for CCG realization,transformer_foundation_models,Translation / Machine,300002,0,,W2080656168,10.3115/1699510.1699564,59,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2103933358,2009,Unsupervised acoustic and language model training with small amounts of labelled data,transformer_foundation_models,Language / Speech,300003,0,,W2103933358,10.1109/icassp.2009.4960579,58,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2012422639,2009,Web spam identification through language model analysis,transformer_foundation_models,Language / Retrieval,300010,0,,W2012422639,10.1145/1531914.1531920,58,Spam and Phishing Detection,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W1974515274,2009,Performance prediction for exponential language models,transformer_foundation_models,Language / Speech,300003,0,,W1974515274,10.3115/1620754.1620820,57,Topic Modeling,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2110693483,2009,Sentence-level event classification in unstructured texts,transformer_foundation_models,Language / Retrieval,300010,0,,W2110693483,10.1007/s10791-009-9113-0,56,Topic Modeling,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W3197274356,2009,Phrase-based Machine Translation in a Computer-assisted Translation Environment,transformer_foundation_models,Translation / Machine,300192,0,,W3197274356,,55,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2151197196,2009,Unsupervised tokenization for machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2151197196,10.3115/1699571.1699606,55,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2106454749,2009,Discovering users' specific geo intention in web search,transformer_foundation_models,Language / Retrieval,300010,0,,W2106454749,10.1145/1526709.1526774,54,Geographic Information Systems Studies,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2118439278,2009,Variational decoding for statistical machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2118439278,10.3115/1690219.1690229,53,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W214028658,2009,Character-based PSMT for Closely Related Languages,transformer_foundation_models,Translation / Machine,300002,0,,W214028658,,53,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2158917268,2009,"A Unified Framework for Phrase-Based, Hierarchical, and Syntax-Based Statistical Machine Translation",transformer_foundation_models,Translation / Machine,300002,0,,W2158917268,,52,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2107420359,2009,Sentence Correction Incorporating Relative Position and Parse Template Language Models,transformer_foundation_models,Language / Translation,300312,0,,W2107420359,10.1109/tasl.2009.2031237,51,Natural Language Processing Techniques,312,Language / Translation,,2024
transformer_foundation_models::https://openalex.org/W2006617528,2009,Improving Arabic-Chinese statistical machine translation using English as pivot language,transformer_foundation_models,Translation / Machine,300002,0,,W2006617528,10.3115/1626431.1626467,51,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2931595294,2009,The Role of Leader-Follower Relationships in Leader Communication: A Test Using the LMX and Motivating Language Models,transformer_foundation_models,Test / Motivating Language,300254,0,,W2931595294,,50,Team Dynamics and Performance,254,Test / Motivating Language,,2024
transformer_foundation_models::https://openalex.org/W2790246984,2009,Interactive Assistance to Human Translators using Statistical Machine Translation Methods,transformer_foundation_models,Translation / Machine,300192,0,,W2790246984,,48,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2151632536,2009,Scale-Invariant Visual Language Modeling for Object Categorization,transformer_foundation_models,Language / Retrieval,300010,0,,W2151632536,10.1109/tmm.2008.2009692,47,Advanced Image and Video Retrieval Techniques,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2121338597,2009,Preference grammars,transformer_foundation_models,Translation / Machine,300002,0,,W2121338597,10.3115/1620754.1620789,47,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2025233559,2009,Using first and second language models to correct preposition errors in second language authoring,transformer_foundation_models,Language / Translation,300312,0,,W2025233559,10.3115/1609843.1609853,47,Natural Language Processing Techniques,312,Language / Translation,,2024
transformer_foundation_models::https://openalex.org/W2586888933,2009,Can Semantic Role Labeling Improve SMT,transformer_foundation_models,Translation / Machine,300002,0,,W2586888933,,47,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2123126659,2009,Effective use of linguistic and contextual information for statistical machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2123126659,10.3115/1699510.1699520,46,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2037630388,2009,Genre classification using chords and stochastic language models,transformer_foundation_models,Language / Retrieval,300010,0,,W2037630388,10.1080/09540090902733780,46,Music and Audio Processing,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2152382718,2009,Stabilizing minimum error rate training,transformer_foundation_models,Translation / Machine,300002,0,,W2152382718,10.3115/1626431.1626478,46,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2113998052,2009,Quadratic-time dependency parsing for machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2113998052,10.3115/1690219.1690255,46,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W35711202,2009,Morphological Pre-Processing for Turkish to English Statistical Machine Translation,transformer_foundation_models,Translation / Machine,300002,0,,W35711202,10.1016/j.xjtc.2022.04.001,44,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2076006872,2009,User language model for collaborative personalized search,transformer_foundation_models,Language / Retrieval,300010,0,,W2076006872,10.1145/1462198.1462203,44,Recommender Systems and Techniques,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2167283987,2009,Integrating Language Model in Handwritten Chinese Text Recognition,transformer_foundation_models,Language / Speech,300003,0,,W2167283987,10.1109/icdar.2009.96,43,Handwritten Text Recognition Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2157817599,2009,A quantitative analysis of reordering phenomena,transformer_foundation_models,Translation / Machine,300002,0,,W2157817599,10.3115/1626431.1626471,43,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2156769220,2009,Conceptual language models for domain-specific retrieval,transformer_foundation_models,Language / Retrieval,300010,0,,W2156769220,10.1016/j.ipm.2009.09.005,42,Topic Modeling,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2169482795,2009,Linguistic Steganography Detection Algorithm Using Statistical Language Model,transformer_foundation_models,Language / Retrieval,300010,0,,W2169482795,10.1109/itcs.2009.246,42,Advanced Steganography and Watermarking Techniques,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2044062612,2009,Streaming for large scale NLP,transformer_foundation_models,Translation / Machine,300192,0,,W2044062612,10.3115/1620754.1620829,42,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2131429577,2009,Active learning for multilingual statistical machine translation,transformer_foundation_models,Translation / Machine,300192,0,,W2131429577,10.3115/1687878.1687905,41,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2116047093,2009,Dynamic network decoding revisited,transformer_foundation_models,Language / Speech,300003,0,,W2116047093,10.1109/asru.2009.5372904,41,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2096257473,2009,Investigating the use of morphological decomposition and diacritization for improving Arabic LVCSR,transformer_foundation_models,Language / Speech,300003,0,,W2096257473,10.21437/interspeech.2009-123,41,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2124818604,2009,Weighted alignment matrices for statistical machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2124818604,10.3115/1699571.1699645,40,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W137288188,2009,Use Of Hidden Markov Models And Factored Language Models For Automatic Chord Recognition.,transformer_foundation_models,Language / Speech,300003,0,,W137288188,10.5281/zenodo.1415929,40,Music and Audio Processing,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2151075664,2009,Graph-based learning for statistical machine translation,transformer_foundation_models,Translation / Machine,300192,0,,W2151075664,10.3115/1620754.1620772,39,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2171458318,2009,Stream-based randomised language models for SMT,transformer_foundation_models,Translation / Machine,300192,0,,W2171458318,10.3115/1699571.1699611,39,Natural Language Processing Techniques,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2168103042,2009,Word lattices for multi-source translation,transformer_foundation_models,Translation / Machine,300002,0,,W2168103042,10.3115/1609067.1609147,39,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2087941510,2009,"<i>MICROFISSURATA</i> GEN. NOV. (BACILLARIOPHYTA), A NEW DIATOM GENUS FROM DYSTROPHIC AND INTERMITTENTLY WET TERRESTRIAL HABITATS<sup>1</sup>",transformer_foundation_models,Sup / Ecology,300262,0,,W2087941510,10.1111/j.1529-8817.2009.00683.x,39,Diatoms and Algae Research,262,Sup / Ecology,,2024
transformer_foundation_models::https://openalex.org/W1964230529,2009,Foundation models for offshore wind turbines,transformer_foundation_models,Wind / Offshore,300247,0,,W1964230529,10.2514/6.2009-1037,37,Wind Energy Research and Development,247,Wind / Offshore,,2024
transformer_foundation_models::https://openalex.org/W2127408419,2009,Integrating multiple document features in language models for expert finding,transformer_foundation_models,Language / Retrieval,300010,0,,W2127408419,10.1007/s10115-009-0202-6,37,Expert finding and Q&A systems,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2036912417,2009,Joint acoustic and language modeling for speech recognition,transformer_foundation_models,Language / Speech,300003,0,,W2036912417,10.1016/j.specom.2009.10.003,37,Speech Recognition and Synthesis,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W1965703460,2009,Tree linearization in English,transformer_foundation_models,Translation / Machine,300002,0,,W1965703460,10.3115/1620853.1620915,37,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2118974695,2009,On the importance of pivot language selection for statistical machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2118974695,10.3115/1620853.1620914,36,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2118379766,2009,Modeling machine transliteration as a phrase based statistical machine translation problem,transformer_foundation_models,Translation / Machine,300002,0,,W2118379766,10.3115/1699705.1699737,36,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2130917146,2009,Scaling shrinkage-based language models,transformer_foundation_models,Language / Speech,300003,0,,W2130917146,10.1109/asru.2009.5373380,36,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2115746737,2009,Language Model Integration for the Recognition of Handwritten Medieval Documents,transformer_foundation_models,Language / Speech,300003,0,,W2115746737,10.1109/icdar.2009.17,35,Handwritten Text Recognition Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2068054967,2009,A word clustering approach for language model-based sentence retrieval in question answering systems,transformer_foundation_models,Language / Retrieval,300010,0,,W2068054967,10.1145/1645953.1646263,35,Topic Modeling,10,Language / Retrieval,,2024
transformer_foundation_models::https://openalex.org/W2129124601,2009,Syntactic reordering for English-Arabic phrase-based machine translation,transformer_foundation_models,Translation / Machine,300002,0,,W2129124601,10.3115/1621774.1621786,34,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
transformer_foundation_models::https://openalex.org/W2103731025,2009,A Hierarchical Nonparametric Bayesian Approach to Statistical Language Model Domain Adaptation.,transformer_foundation_models,Language / Speech,300003,0,,W2103731025,,34,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W2096072088,2009,A joint language model with fine-grain syntactic tags,transformer_foundation_models,Language / Speech,300003,0,,W2096072088,10.3115/1699648.1699657,34,Natural Language Processing Techniques,180,Language / Speech,Language / Speech,2024
transformer_foundation_models::https://openalex.org/W1562125942,2009,Probabilistic counting with randomized storage,transformer_foundation_models,Translation / Machine,300192,0,,W1562125942,,34,Algorithms and Data Compression,192,Translation / Machine,,2024
transformer_foundation_models::https://openalex.org/W2141182089,2009,Minimum Bayes risk combination of translation hypotheses from alternative morphological decompositions,transformer_foundation_models,Translation / Machine,300002,0,,W2141182089,10.3115/1620853.1620876,34,Natural Language Processing Techniques,11,Translation / Machine,Translation / Machine,2024
